line_number,timestamp,hostname,service,event_type,severity,source_ip,username,raw
1606,Jul 19 07:35:41,combo,sshd(pam_unix),Auth Failure,HIGH,202.181.236.180,root,Jul 19 07:35:41 combo sshd(pam_unix)[30498]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.181.236.180  user=root
1607,Jul 19 07:35:41,combo,sshd(pam_unix),Auth Failure,HIGH,202.181.236.180,root,Jul 19 07:35:41 combo sshd(pam_unix)[30511]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.181.236.180  user=root
1608,Jul 19 07:35:41,combo,sshd(pam_unix),Auth Failure,HIGH,202.181.236.180,root,Jul 19 07:35:41 combo sshd(pam_unix)[30508]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202.181.236.180  user=root
1609,Jul 20 04:05:02,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 20 04:05:02 combo su(pam_unix)[363]: session opened for user cyrus by (uid=0)
1610,Jul 20 04:05:03,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 20 04:05:03 combo su(pam_unix)[363]: session closed for user cyrus
1612,Jul 20 04:11:27,combo,su(pam_unix),Session Opened,INFO,,news,Jul 20 04:11:27 combo su(pam_unix)[1595]: session opened for user news by (uid=0)
1613,Jul 20 04:11:28,combo,su(pam_unix),Session Closed,INFO,,news,Jul 20 04:11:28 combo su(pam_unix)[1595]: session closed for user news
1614,Jul 20 23:37:40,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 20 23:37:40 combo sshd(pam_unix)[3307]: check pass; user unknown
1615,Jul 20 23:37:40,combo,sshd(pam_unix),Auth Failure,HIGH,218.55.234.102,,Jul 20 23:37:40 combo sshd(pam_unix)[3307]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.55.234.102
1616,Jul 20 23:37:40,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 20 23:37:40 combo sshd(pam_unix)[3306]: check pass; user unknown
1617,Jul 20 23:37:40,combo,sshd(pam_unix),Auth Failure,HIGH,218.55.234.102,,Jul 20 23:37:40 combo sshd(pam_unix)[3306]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.55.234.102
1618,Jul 20 23:37:40,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 20 23:37:40 combo sshd(pam_unix)[3308]: check pass; user unknown
1619,Jul 20 23:37:40,combo,sshd(pam_unix),Auth Failure,HIGH,218.55.234.102,,Jul 20 23:37:40 combo sshd(pam_unix)[3308]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.55.234.102
1620,Jul 20 23:37:46,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 20 23:37:46 combo sshd(pam_unix)[3313]: check pass; user unknown
1621,Jul 20 23:37:46,combo,sshd(pam_unix),Auth Failure,HIGH,218.55.234.102,,Jul 20 23:37:46 combo sshd(pam_unix)[3313]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.55.234.102
1622,Jul 20 23:37:46,combo,sshd(pam_unix),Unknown User,MEDIUM,,,Jul 20 23:37:46 combo sshd(pam_unix)[3312]: check pass; user unknown
1623,Jul 20 23:37:46,combo,sshd(pam_unix),Auth Failure,HIGH,218.55.234.102,,Jul 20 23:37:46 combo sshd(pam_unix)[3312]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.55.234.102
1624,Jul 21 01:30:45,combo,sshd(pam_unix),Auth Failure,HIGH,210.76.59.29,root,Jul 21 01:30:45 combo sshd(pam_unix)[3489]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root
1625,Jul 21 01:30:49,combo,sshd(pam_unix),Auth Failure,HIGH,210.76.59.29,root,Jul 21 01:30:49 combo sshd(pam_unix)[3493]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root
1626,Jul 21 01:30:50,combo,sshd(pam_unix),Auth Failure,HIGH,210.76.59.29,root,Jul 21 01:30:50 combo sshd(pam_unix)[3488]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root
1627,Jul 21 01:30:50,combo,sshd(pam_unix),Auth Failure,HIGH,210.76.59.29,root,Jul 21 01:30:50 combo sshd(pam_unix)[3487]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root
1628,Jul 21 04:11:26,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 21 04:11:26 combo su(pam_unix)[4170]: session opened for user cyrus by (uid=0)
1629,Jul 21 04:11:27,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 21 04:11:27 combo su(pam_unix)[4170]: session closed for user cyrus
1631,Jul 21 04:16:55,combo,su(pam_unix),Session Opened,INFO,,news,Jul 21 04:16:55 combo su(pam_unix)[4540]: session opened for user news by (uid=0)
1632,Jul 21 04:16:55,combo,su(pam_unix),Session Closed,INFO,,news,Jul 21 04:16:55 combo su(pam_unix)[4540]: session closed for user news
1656,Jul 21 15:18:30,combo,sshd(pam_unix),Auth Failure,HIGH,193.110.106.11,root,Jul 21 15:18:30 combo sshd(pam_unix)[5587]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=193.110.106.11  user=root
1657,Jul 21 15:18:30,combo,sshd(pam_unix),Auth Failure,HIGH,193.110.106.11,root,Jul 21 15:18:30 combo sshd(pam_unix)[5586]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=193.110.106.11  user=root
1658,Jul 22 04:07:46,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 22 04:07:46 combo su(pam_unix)[7106]: session opened for user cyrus by (uid=0)
1659,Jul 22 04:07:47,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 22 04:07:47 combo su(pam_unix)[7106]: session closed for user cyrus
1661,Jul 22 04:15:14,combo,su(pam_unix),Session Opened,INFO,,news,Jul 22 04:15:14 combo su(pam_unix)[11756]: session opened for user news by (uid=0)
1662,Jul 22 04:15:14,combo,su(pam_unix),Session Closed,INFO,,news,Jul 22 04:15:14 combo su(pam_unix)[11756]: session closed for user news
1709,Jul 23 04:09:35,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 23 04:09:35 combo su(pam_unix)[14314]: session opened for user cyrus by (uid=0)
1710,Jul 23 04:09:36,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 23 04:09:36 combo su(pam_unix)[14314]: session closed for user cyrus
1712,Jul 23 04:15:13,combo,su(pam_unix),Session Opened,INFO,,news,Jul 23 04:15:13 combo su(pam_unix)[14692]: session opened for user news by (uid=0)
1713,Jul 23 04:15:13,combo,su(pam_unix),Session Closed,INFO,,news,Jul 23 04:15:13 combo su(pam_unix)[14692]: session closed for user news
1714,Jul 23 11:46:41,combo,sshd(pam_unix),Auth Failure,HIGH,85.44.47.166,root,Jul 23 11:46:41 combo sshd(pam_unix)[15385]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=85.44.47.166  user=root
1715,Jul 23 20:04:41,combo,sshd(pam_unix),Auth Failure,HIGH,211.9.58.217,root,Jul 23 20:04:41 combo sshd(pam_unix)[16159]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root
1716,Jul 23 20:04:41,combo,sshd(pam_unix),Auth Failure,HIGH,211.9.58.217,root,Jul 23 20:04:41 combo sshd(pam_unix)[16158]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root
1717,Jul 23 20:04:41,combo,sshd(pam_unix),Auth Failure,HIGH,211.9.58.217,root,Jul 23 20:04:41 combo sshd(pam_unix)[16156]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root
1718,Jul 23 20:04:41,combo,sshd(pam_unix),Auth Failure,HIGH,211.9.58.217,root,Jul 23 20:04:41 combo sshd(pam_unix)[16157]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root
1719,Jul 23 20:04:41,combo,sshd(pam_unix),Auth Failure,HIGH,211.9.58.217,root,Jul 23 20:04:41 combo sshd(pam_unix)[16162]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root
1720,Jul 23 20:04:41,combo,sshd(pam_unix),Auth Failure,HIGH,211.9.58.217,root,Jul 23 20:04:41 combo sshd(pam_unix)[16155]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root
1721,Jul 23 20:04:41,combo,sshd(pam_unix),Auth Failure,HIGH,211.9.58.217,root,Jul 23 20:04:41 combo sshd(pam_unix)[16160]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root
1722,Jul 23 20:04:41,combo,sshd(pam_unix),Auth Failure,HIGH,211.9.58.217,root,Jul 23 20:04:41 combo sshd(pam_unix)[16154]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root
1723,Jul 23 20:04:42,combo,sshd(pam_unix),Auth Failure,HIGH,211.9.58.217,root,Jul 23 20:04:42 combo sshd(pam_unix)[16161]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root
1724,Jul 23 20:04:42,combo,sshd(pam_unix),Auth Failure,HIGH,211.9.58.217,root,Jul 23 20:04:42 combo sshd(pam_unix)[16153]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root
1750,Jul 24 04:20:19,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 24 04:20:19 combo su(pam_unix)[17283]: session opened for user cyrus by (uid=0)
1751,Jul 24 04:20:19,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 24 04:20:19 combo su(pam_unix)[17283]: session closed for user cyrus
1756,Jul 24 04:33:57,combo,su(pam_unix),Session Opened,INFO,,news,Jul 24 04:33:57 combo su(pam_unix)[21805]: session opened for user news by (uid=0)
1757,Jul 24 04:33:58,combo,su(pam_unix),Session Closed,INFO,,news,Jul 24 04:33:58 combo su(pam_unix)[21805]: session closed for user news
1758,Jul 24 08:31:57,combo,sshd(pam_unix),Auth Failure,HIGH,203.251.225.101,root,Jul 24 08:31:57 combo sshd(pam_unix)[22185]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root
1759,Jul 24 08:31:57,combo,sshd(pam_unix),Auth Failure,HIGH,203.251.225.101,root,Jul 24 08:31:57 combo sshd(pam_unix)[22184]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root
1760,Jul 24 08:31:59,combo,sshd(pam_unix),Auth Failure,HIGH,203.251.225.101,root,Jul 24 08:31:59 combo sshd(pam_unix)[22188]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root
1761,Jul 24 08:31:59,combo,sshd(pam_unix),Auth Failure,HIGH,203.251.225.101,root,Jul 24 08:31:59 combo sshd(pam_unix)[22189]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root
1762,Jul 24 08:31:59,combo,sshd(pam_unix),Auth Failure,HIGH,203.251.225.101,root,Jul 24 08:31:59 combo sshd(pam_unix)[22191]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=203.251.225.101  user=root
1782,Jul 25 04:03:58,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 25 04:03:58 combo su(pam_unix)[24312]: session opened for user cyrus by (uid=0)
1783,Jul 25 04:03:59,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 25 04:03:59 combo su(pam_unix)[24312]: session closed for user cyrus
1785,Jul 25 04:09:32,combo,su(pam_unix),Session Opened,INFO,,news,Jul 25 04:09:32 combo su(pam_unix)[24683]: session opened for user news by (uid=0)
1786,Jul 25 04:09:33,combo,su(pam_unix),Session Closed,INFO,,news,Jul 25 04:09:33 combo su(pam_unix)[24683]: session closed for user news
1851,Jul 26 04:05:22,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 26 04:05:22 combo su(pam_unix)[27285]: session opened for user cyrus by (uid=0)
1852,Jul 26 04:05:23,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 26 04:05:23 combo su(pam_unix)[27285]: session closed for user cyrus
1854,Jul 26 04:11:23,combo,su(pam_unix),Session Opened,INFO,,news,Jul 26 04:11:23 combo su(pam_unix)[28514]: session opened for user news by (uid=0)
1855,Jul 26 04:11:23,combo,su(pam_unix),Session Closed,INFO,,news,Jul 26 04:11:23 combo su(pam_unix)[28514]: session closed for user news
1879,Jul 26 07:02:27,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:02:27 combo sshd(pam_unix)[28842]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1880,Jul 26 07:02:35,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:02:35 combo sshd(pam_unix)[28844]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1881,Jul 26 07:02:37,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:02:37 combo sshd(pam_unix)[28846]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1882,Jul 26 07:02:45,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:02:45 combo sshd(pam_unix)[28848]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1883,Jul 26 07:02:47,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:02:47 combo sshd(pam_unix)[28850]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1884,Jul 26 07:02:55,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:02:55 combo sshd(pam_unix)[28852]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1885,Jul 26 07:02:57,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:02:57 combo sshd(pam_unix)[28854]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1886,Jul 26 07:03:05,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:03:05 combo sshd(pam_unix)[28856]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1887,Jul 26 07:03:07,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:03:07 combo sshd(pam_unix)[28858]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1888,Jul 26 07:03:15,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:03:15 combo sshd(pam_unix)[28860]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1889,Jul 26 07:03:17,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:03:17 combo sshd(pam_unix)[28862]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1890,Jul 26 07:03:26,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:03:26 combo sshd(pam_unix)[28864]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1891,Jul 26 07:03:27,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:03:27 combo sshd(pam_unix)[28866]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1892,Jul 26 07:03:35,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:03:35 combo sshd(pam_unix)[28868]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1893,Jul 26 07:03:37,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:03:37 combo sshd(pam_unix)[28870]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1894,Jul 26 07:03:45,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:03:45 combo sshd(pam_unix)[28872]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1895,Jul 26 07:03:47,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:03:47 combo sshd(pam_unix)[28874]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1896,Jul 26 07:03:55,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:03:55 combo sshd(pam_unix)[28876]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1897,Jul 26 07:03:57,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:03:57 combo sshd(pam_unix)[28878]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1898,Jul 26 07:04:02,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:04:02 combo sshd(pam_unix)[28880]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1899,Jul 26 07:04:05,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:04:05 combo sshd(pam_unix)[28882]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1900,Jul 26 07:04:07,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:04:07 combo sshd(pam_unix)[28884]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1901,Jul 26 07:04:12,combo,sshd(pam_unix),Auth Failure,HIGH,207.243.167.114,root,Jul 26 07:04:12 combo sshd(pam_unix)[28886]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=207.243.167.114  user=root
1902,Jul 27 04:16:07,combo,su(pam_unix),Session Opened,INFO,,cyrus,Jul 27 04:16:07 combo su(pam_unix)[30999]: session opened for user cyrus by (uid=0)
1903,Jul 27 04:16:08,combo,su(pam_unix),Session Closed,INFO,,cyrus,Jul 27 04:16:08 combo su(pam_unix)[30999]: session closed for user cyrus
1905,Jul 27 04:21:39,combo,su(pam_unix),Session Opened,INFO,,news,Jul 27 04:21:39 combo su(pam_unix)[31373]: session opened for user news by (uid=0)
1906,Jul 27 04:21:40,combo,su(pam_unix),Session Closed,INFO,,news,Jul 27 04:21:40 combo su(pam_unix)[31373]: session closed for user news
